,Date,predicted_load
619,2016-09-11,6198.155206803398
620,2016-09-12,6769.062055942044
621,2016-09-13,6809.838110434717
622,2016-09-14,6784.723591763772
623,2016-09-15,6712.009176301138
624,2016-09-16,6623.722499274305
625,2016-09-17,6065.731493203383
626,2016-09-18,5937.777139356648
627,2016-09-19,6507.6254963720685
628,2016-09-20,6546.810228064839
629,2016-09-21,6519.57353454635
630,2016-09-22,6444.2353982213735
631,2016-09-23,6352.880321765711
632,2016-09-24,5791.460029197169
633,2016-09-25,5659.824708846275
634,2016-09-26,6225.872689141477
635,2016-09-27,6261.289821867031
636,2016-09-28,6230.486554519915
637,2016-09-29,6151.962703459062
638,2016-09-30,6057.989225221588
639,2016-10-01,5494.705594084378
640,2016-10-02,5362.1455146250355
641,2016-10-03,5928.381018718233
642,2016-10-04,5965.2563843585995
643,2016-10-05,5937.32001995222
644,2016-10-06,5863.1844824656055
645,2016-10-07,5775.204073467535
646,2016-10-08,5219.5687533721675
647,2016-10-09,5096.3272163958245
648,2016-10-10,5673.529267468581
649,2016-10-11,5722.95900534103
650,2016-10-12,5709.066995229944
651,2016-10-13,5650.3316104862415
652,2016-10-14,5578.938969075511
653,2016-10-15,5040.880157858192
654,2016-10-16,4935.9785117308875
655,2016-10-17,5532.036987166825
656,2016-10-18,5600.577009008096
657,2016-10-19,5605.776828135129
658,2016-10-20,5565.839407282446
659,2016-10-21,5512.679086606243
660,2016-10-22,4992.0255405429725
661,2016-10-23,4903.457609419111
662,2016-10-24,5514.55686470713
663,2016-10-25,5596.652114224575
664,2016-10-26,5613.762725357602
665,2016-10-27,5583.970641601718
666,2016-10-28,5539.110223611966
667,2016-10-29,5024.874332182858
668,2016-10-30,4940.849167967528
669,2016-10-31,5554.667691919692
670,2016-11-01,5637.752826607672
671,2016-11-02,5654.258343226064
672,2016-11-03,5622.43736742559
673,2016-11-04,5574.327723066608
674,2016-11-05,5055.852645781006
675,2016-11-06,4966.849522889886
676,2016-11-07,5575.216642690985
677,2016-11-08,5652.649331501559
678,2016-11-09,5663.573572108655
679,2016-11-10,5626.507232318127
680,2016-11-11,5573.738319371441
681,2016-11-12,5051.41898453401
682,2016-11-13,4959.588117144033
683,2016-11-14,5566.312679262801
684,2016-11-15,5643.419307905014
685,2016-11-16,5655.424403676161
686,2016-11-17,5620.892932469529
687,2016-11-18,5572.1154241624445
688,2016-11-19,5055.201928908749
689,2016-11-20,4970.105773754373
690,2016-11-21,5584.767241006531
691,2016-11-22,5670.848633410026
692,2016-11-23,5692.668852266463
693,2016-11-24,5668.567594363635
694,2016-11-25,5630.588505969577
695,2016-11-26,5124.579887919121
696,2016-11-27,5050.225611616625
697,2016-11-28,5675.196173206776
698,2016-11-29,5770.891150799674
699,2016-11-30,5801.380990246868
700,2016-12-01,5784.778029799792
701,2016-12-02,5752.925916726558
702,2016-12-03,5251.505840316471
703,2016-12-04,5180.072091606335
704,2016-12-05,5806.206751899439
705,2016-12-06,5901.264677366766
706,2016-12-07,5929.3166380390285
707,2016-12-08,5908.520486339133
708,2016-12-09,5870.809506135727
709,2016-12-10,5361.996397601161
710,2016-12-11,5281.805471205854
711,2016-12-12,5898.022946079434
712,2016-12-13,5982.2366409609
713,2016-12-14,5998.77306107221
714,2016-12-15,5966.061921324426
715,2016-12-16,5916.317437638196
716,2016-12-17,5395.635032984344
717,2016-12-18,5304.01622803291
718,2016-12-19,5909.511808026102
719,2016-12-20,5983.954744869536
720,2016-12-21,5991.891057771484
721,2016-12-22,5951.938817117942
722,2016-12-23,5896.464767528072
723,2016-12-24,5371.677336861506
724,2016-12-25,5277.648894066662
725,2016-12-26,5882.4574109364985
726,2016-12-27,5957.919039111508
727,2016-12-28,5968.519786136751
728,2016-12-29,5932.7764642229495
729,2016-12-30,5882.916325969799
730,2016-12-31,5364.97406360747
731,2017-01-01,5278.818918483213
732,2017-01-02,5892.3019172017475
733,2017-01-03,5976.9945885954
734,2017-01-04,5997.127174210266
735,2017-01-05,5970.956325652639
736,2017-01-06,5930.451518723818
737,2017-01-07,5421.398677622958
738,2017-01-08,5343.433578830622
739,2017-01-09,5964.1948849786795
740,2017-01-10,6055.06801268883
741,2017-01-11,6080.127714108841
742,2017-01-12,6057.509261299843
743,2017-01-13,6019.097377302545
744,2017-01-14,5510.631354593695
745,2017-01-15,5431.738904691909
